cluster_id,cluster_name,size,ai_summary,analytical_context,full_narrative,keywords
10,Peso Depreciated Percent,73,"The narrative across 73 articles reveals: the peso depreciated 0.6 percent to 473.35 per dollar . the currency also posted a 0.6% decline since sept. 14 . 'no one wants to go home short dollars,' said a trader . the peso depreciated 0.1 percent to 12.8698 per U.S. dollar at 4 p.m. in Mexico City . it is the best performance among the greenback's 16 most-traded counterparts . the peso advanced 1.2 percent yesterday, the most in two months . the currency depreciated 0.1 percent to 470.61 per dollar, paring its rally in the third quarter to 6.5 percent . copper fell on concern stimulus measures from the u.s. to japan may not bolster the global economy . interest-rate swap rates fell for a fifth straight day . short maturities of inflation-linked swap rates rose while longer ones slid . Colombia will wait until its peso weakens past 1,900 per U.S. dollar to sell overseas bonds . the government said in February it will sell $600 million in foreign bonds during the remainder of the year . the total planned for 2013 is 38 percent lower than the $2.6 billion the andean country had said it would issue in overseas debt . yields on Colombia’s dollar bonds due in 2021 to a 20-month high of 3.97 percent on June 25 .","Coverage Analysis: This story received sporadic coverage over 668 days, characterized by mixed coverage and concise coverage. Key themes identified: Moody, Week Low, Mexican Senate Asks Pemex, Testify, Repsol. This represents a major ongoing story with sustained media attention.","The narrative across 73 articles reveals: the peso depreciated 0.6 percent to 473.35 per dollar . the currency also posted a 0.6% decline since sept. 14 . 'no one wants to go home short dollars,' said a trader . the peso depreciated 0.1 percent to 12.8698 per U.S. dollar at 4 p.m. in Mexico City . it is the best performance among the greenback's 16 most-traded counterparts . the peso advanced 1.2 percent yesterday, the most in two months . the currency depreciated 0.1 percent to 470.61 per dollar, paring its rally in the third quarter to 6.5 percent . copper fell on concern stimulus measures from the u.s. to japan may not bolster the global economy . interest-rate swap rates fell for a fifth straight day . short maturities of inflation-linked swap rates rose while longer ones slid . Colombia will wait until its peso weakens past 1,900 per U.S. dollar to sell overseas bonds . the government said in February it will sell $600 million in foreign bonds during the remainder of the year . the total planned for 2013 is 38 percent lower than the $2.6 billion the andean country had said it would issue in overseas debt . yields on Colombia’s dollar bonds due in 2021 to a 20-month high of 3.97 percent on June 25 .

Coverage Analysis: This story received sporadic coverage over 668 days, characterized by mixed coverage and concise coverage. Key themes identified: Moody, Week Low, Mexican Senate Asks Pemex, Testify, Repsol. This represents a major ongoing story with sustained media attention.","Moody, Week Low, Mexican Senate Asks Pemex, Testify, Repsol"
11,Brazilian & Lojas Renner,85,"The narrative across 85 articles reveals: most Brazilian stocks fell as as retailer Lojas Renner SA led consumer companies lower . economists forecast 2014 inflation at 5.68 percent, up from a 5.60 percent projection in previous week . the bovespa index was little changed at 56,333.41 at 10:45 a.m. in Sao Paulo . the bovespa stock index fell 2 percent to 51,243.62 at the close of trading in Sao Paulo . the index of 24 raw materials erased a gain of as much as 0.9 percent . foreign investors have pulled 360.1 million reais ($203.4 million) from Latin America's largest equity market in the year through September . net income estimates for this year and next were reduced at Bank of America, which cited a “slight” reduction in average production . bank has cut the benchmark rate by 5 percentage points since august 2011 to a record-low 7.5 percent . foreign money managers sold a net $2.6 billion of equities in the past two months . the benchmark stock index’s price-earnings ratio jumped to 19 from 9 in September 2011 . it reached a 36 percent premium versus the MSCI All- Country World Index (MXWD) the bovespa index has fallen 17 percent since she took office in 2011 . the index rose 1.1 percent this year, while the MSCI measure gained 8.4 percent . utilities, including centrais Eletricas Brasileiras SA (ELET6) and Cia. Energetica de Minas Gerais , were among the biggest losers in the Brazilian benchmark index since september . David Papadopoulos: jleonel@bloomberg.net To contact the editor responsible for this story: david.papoulos@paol.net . cnn.com: john mccarthy at john.mccharthy@yahoo.com to request a copy of this story .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Million, Profit Beats Forecasts, Hour, Year Low, Moderate Brazil Rate Cuts Fit. This represents a major ongoing story with sustained media attention.","The narrative across 85 articles reveals: most Brazilian stocks fell as as retailer Lojas Renner SA led consumer companies lower . economists forecast 2014 inflation at 5.68 percent, up from a 5.60 percent projection in previous week . the bovespa index was little changed at 56,333.41 at 10:45 a.m. in Sao Paulo . the bovespa stock index fell 2 percent to 51,243.62 at the close of trading in Sao Paulo . the index of 24 raw materials erased a gain of as much as 0.9 percent . foreign investors have pulled 360.1 million reais ($203.4 million) from Latin America's largest equity market in the year through September . net income estimates for this year and next were reduced at Bank of America, which cited a “slight” reduction in average production . bank has cut the benchmark rate by 5 percentage points since august 2011 to a record-low 7.5 percent . foreign money managers sold a net $2.6 billion of equities in the past two months . the benchmark stock index’s price-earnings ratio jumped to 19 from 9 in September 2011 . it reached a 36 percent premium versus the MSCI All- Country World Index (MXWD) the bovespa index has fallen 17 percent since she took office in 2011 . the index rose 1.1 percent this year, while the MSCI measure gained 8.4 percent . utilities, including centrais Eletricas Brasileiras SA (ELET6) and Cia. Energetica de Minas Gerais , were among the biggest losers in the Brazilian benchmark index since september . David Papadopoulos: jleonel@bloomberg.net To contact the editor responsible for this story: david.papoulos@paol.net . cnn.com: john mccarthy at john.mccharthy@yahoo.com to request a copy of this story .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Million, Profit Beats Forecasts, Hour, Year Low, Moderate Brazil Rate Cuts Fit. This represents a major ongoing story with sustained media attention.","Million, Profit Beats Forecasts, Hour, Year Low, Moderate Brazil Rate Cuts Fit"
12,Corn Extended Slump,170,"The narrative across 170 articles reveals: corn extended its slump after touching a 33-month low, while soybeans rose . export sales of U.S. wheat are up 45 percent since June 1, compared with the same period a year earlier . purchases by china, the world’s largest consumer, are up 10-fold during the period at 3.45 million tons . exporters sold 120,000 metric tons of soft-red winter wheat to china . wheat futures rose 0.6 percent to settle at $6.645 a bushel at 1:15 p.m. on the Chicago Board of Trade . prices are down 15 percent this year, partly on forecasts that global production will increase to a record . rain in northern Brazil will aid crop development, while drier weather accelerates planting in Argentina . soybean futures for January delivery tumbled 3.2 percent to $14.05 a bushel on the Chicago Board of Trade . wheat futures fell the most in a month on signs of slowing demand for grain from the u.s., the world's largest exporter . corn has tumbled 12 percent from a record $8.49 a bushel on the Chicago Board of Trade . soybeans are down 9.2 percent from an all-time high of $17.89 . corn is up 16 percent this year at $7.505 and soybeans have jumped 34 percent to $16.2425. corn inventories on march 1 totaled 5.399 billion bushels . that's still above the 4.995 billion forecast by analysts surveyed by Bloomberg News . farmers will plant 97.282 million acres this year, the most since 1936 . prices reached the lowest since June today . the worst drought since the 1930s scorched crops . prices rallied to an intraday record of $8.49 on august 10 . soybeans, hay and wheat were the top three exporters, government data show . hay, wheat and corn were the second-highest-priced crop in the country .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Oct, Tons, Signs, Jump, Sugar. This represents a major ongoing story with sustained media attention.","The narrative across 170 articles reveals: corn extended its slump after touching a 33-month low, while soybeans rose . export sales of U.S. wheat are up 45 percent since June 1, compared with the same period a year earlier . purchases by china, the world’s largest consumer, are up 10-fold during the period at 3.45 million tons . exporters sold 120,000 metric tons of soft-red winter wheat to china . wheat futures rose 0.6 percent to settle at $6.645 a bushel at 1:15 p.m. on the Chicago Board of Trade . prices are down 15 percent this year, partly on forecasts that global production will increase to a record . rain in northern Brazil will aid crop development, while drier weather accelerates planting in Argentina . soybean futures for January delivery tumbled 3.2 percent to $14.05 a bushel on the Chicago Board of Trade . wheat futures fell the most in a month on signs of slowing demand for grain from the u.s., the world's largest exporter . corn has tumbled 12 percent from a record $8.49 a bushel on the Chicago Board of Trade . soybeans are down 9.2 percent from an all-time high of $17.89 . corn is up 16 percent this year at $7.505 and soybeans have jumped 34 percent to $16.2425. corn inventories on march 1 totaled 5.399 billion bushels . that's still above the 4.995 billion forecast by analysts surveyed by Bloomberg News . farmers will plant 97.282 million acres this year, the most since 1936 . prices reached the lowest since June today . the worst drought since the 1930s scorched crops . prices rallied to an intraday record of $8.49 on august 10 . soybeans, hay and wheat were the top three exporters, government data show . hay, wheat and corn were the second-highest-priced crop in the country .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Oct, Tons, Signs, Jump, Sugar. This represents a major ongoing story with sustained media attention.","Oct, Tons, Signs, Jump, Sugar"
13,January,31,"The narrative across 31 articles reveals: the contract for January delivery advanced 0.4 percent to close at 2,324 ringgit ($758) the price retreated 7.2 percent last week, the most since the five days ended sept. 28 . while reserves rose 1.1 percent to a record 2.51 million tons from the previous month . palm oil gained after the steepest drop in 19 months yesterday . the December-delivery contract advanced as much as 1 percent to 2,889 ringgit ($946) a metric ton on the Malaysia Derivatives Exchange . palm oil consumption may increase through the next quarter . india , china and the european union may boost imports of palm oil . palm oil stockpiles in Malaysia contracted for a second month in february as production declined more than expected to the lowest level in 10 months . Inventories shrank 5.2 percent to 2.44 million metric tons, the Malaysian palm oil board said today . prices in Kuala Lumpur have dropped 26 percent over the past year . palm oil fell on speculation that the beginning of the high-output cycle in Malaysia may lead to a build-up of stockpiles . global supplies of vegetable oils are poised to expand in the 2013-2014 season starting Oct. 1 . palm oil production may rise 4.4 percent to 58.2 million tons from the previous season . soybeans for delivery in November gained 0.5 percent to $12.7175 a bushel . palm oil for January delivery declined 0.3 percent to 5,626 yuan ($916) a ton on the dalian Commodity Exchange . shipments dropped 1.4 percent to 1.87 million metric tons from 1.896 million tons in December . ringgit ($787) a ton on the Malaysia Derivatives Exchange in Kuala Lumpur today . to contact the reporters on this story: yoga rusmana@bloomberg.net ; eko listiyorini in Jakarta .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Third Day, Two, Kharisma Sells, Tons, Thailand Stocks. This represents a major ongoing story with sustained media attention.","The narrative across 31 articles reveals: the contract for January delivery advanced 0.4 percent to close at 2,324 ringgit ($758) the price retreated 7.2 percent last week, the most since the five days ended sept. 28 . while reserves rose 1.1 percent to a record 2.51 million tons from the previous month . palm oil gained after the steepest drop in 19 months yesterday . the December-delivery contract advanced as much as 1 percent to 2,889 ringgit ($946) a metric ton on the Malaysia Derivatives Exchange . palm oil consumption may increase through the next quarter . india , china and the european union may boost imports of palm oil . palm oil stockpiles in Malaysia contracted for a second month in february as production declined more than expected to the lowest level in 10 months . Inventories shrank 5.2 percent to 2.44 million metric tons, the Malaysian palm oil board said today . prices in Kuala Lumpur have dropped 26 percent over the past year . palm oil fell on speculation that the beginning of the high-output cycle in Malaysia may lead to a build-up of stockpiles . global supplies of vegetable oils are poised to expand in the 2013-2014 season starting Oct. 1 . palm oil production may rise 4.4 percent to 58.2 million tons from the previous season . soybeans for delivery in November gained 0.5 percent to $12.7175 a bushel . palm oil for January delivery declined 0.3 percent to 5,626 yuan ($916) a ton on the dalian Commodity Exchange . shipments dropped 1.4 percent to 1.87 million metric tons from 1.896 million tons in December . ringgit ($787) a ton on the Malaysia Derivatives Exchange in Kuala Lumpur today . to contact the reporters on this story: yoga rusmana@bloomberg.net ; eko listiyorini in Jakarta .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Third Day, Two, Kharisma Sells, Tons, Thailand Stocks. This represents a major ongoing story with sustained media attention.","Third Day, Two, Kharisma Sells, Tons, Thailand Stocks"
14,Indian,52,"The narrative across 52 articles reveals: global funds bought a net $491 million of Indian stocks this month . the currency strengthened briefly after a government report showed the trade deficit narrowed to $14.9 billion in february . exports rose 4.2 percent from a year earlier, the fastest pace in 12 months . india's current-account deficit widened to a record last quarter . SGX CNX Nifty futures rose less than 0.1 percent to 5,722.0 . the Sensex completed its first quarterly loss since the three months ended december 2011 amid the weakest economic growth in a decade . net inflows last year totaled $24.5 billion, the most among 10 Asian markets tracked by Bloomberg . emerging-market stocks fell to a two-month low as a decline in Indian factory output and Japan's contracting economy overshadowed faster Chinese export growth . the rupee weakened 0.2 percent against the dollar on its third day of declines . data today showed output at factories, utilities and mines retreated 0.4 percent from a year earlier . the median of 28 estimates in a Bloomberg News survey was for a 2.8 percent increase in august . the yield on the 10-year government bond due June 2022 held at 8.21 percent . the government is trying to avert a credit-rating downgrade to junk status . manufacturing dropped 1.5 percent in September from a year earlier . the repurchase rate was reduced by 25 basis points to 7.75 percent in January . the one-year interest-rate swap was steady at 7.57 percent, according to data compiled by Bloomberg . monetary authority will review borrowing costs next on march 19 .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Week, Spain Aid Report, Rupee Jumps, Pakistan May Cut Rates, Spur Growth Weakened. This represents a major ongoing story with sustained media attention.","The narrative across 52 articles reveals: global funds bought a net $491 million of Indian stocks this month . the currency strengthened briefly after a government report showed the trade deficit narrowed to $14.9 billion in february . exports rose 4.2 percent from a year earlier, the fastest pace in 12 months . india's current-account deficit widened to a record last quarter . SGX CNX Nifty futures rose less than 0.1 percent to 5,722.0 . the Sensex completed its first quarterly loss since the three months ended december 2011 amid the weakest economic growth in a decade . net inflows last year totaled $24.5 billion, the most among 10 Asian markets tracked by Bloomberg . emerging-market stocks fell to a two-month low as a decline in Indian factory output and Japan's contracting economy overshadowed faster Chinese export growth . the rupee weakened 0.2 percent against the dollar on its third day of declines . data today showed output at factories, utilities and mines retreated 0.4 percent from a year earlier . the median of 28 estimates in a Bloomberg News survey was for a 2.8 percent increase in august . the yield on the 10-year government bond due June 2022 held at 8.21 percent . the government is trying to avert a credit-rating downgrade to junk status . manufacturing dropped 1.5 percent in September from a year earlier . the repurchase rate was reduced by 25 basis points to 7.75 percent in January . the one-year interest-rate swap was steady at 7.57 percent, according to data compiled by Bloomberg . monetary authority will review borrowing costs next on march 19 .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by diverse journalistic perspectives and detailed reporting. Key themes identified: Week, Spain Aid Report, Rupee Jumps, Pakistan May Cut Rates, Spur Growth Weakened. This represents a major ongoing story with sustained media attention.","Week, Spain Aid Report, Rupee Jumps, Pakistan May Cut Rates, Spur Growth Weakened"
15,"One-Of-A-Kind, Not-Yet-Bottled Cuvees",78,"The narrative across 78 articles reveals: the 211 one-of-a-kind, not-yet-bottled cuvees offered in five, 10, or 20-case lots represent each winery’s best of the best . most are cabernets from the 2011 vintage, so the pre- auction tastings provide a gauge to the year’s overall quality . a woman in long black gloves and abbreviated gold body suit poured wine while hanging upside down . top Burgundies including Romanee- Conti, Cros","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: Christie, Weekend, Sale, Red Coats Bawled, Got Drunk. This represents a major ongoing story with sustained media attention.","The narrative across 78 articles reveals: the 211 one-of-a-kind, not-yet-bottled cuvees offered in five, 10, or 20-case lots represent each winery’s best of the best . most are cabernets from the 2011 vintage, so the pre- auction tastings provide a gauge to the year’s overall quality . a woman in long black gloves and abbreviated gold body suit poured wine while hanging upside down . top Burgundies including Romanee- Conti, Cros

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: Christie, Weekend, Sale, Red Coats Bawled, Got Drunk. This represents a major ongoing story with sustained media attention.","Christie, Weekend, Sale, Red Coats Bawled, Got Drunk"
16,Copper Futures Fell,36,"The narrative across 36 articles reveals: copper futures fell 2.5 percent to $3.1055 a pound on the comex in new york . copper for delivery in three months fell 2.2 percent to $6,862 a ton . aluminum declined 1.6 percent to $1,794.50, the lowest settlement since July 9 . the Purchasing Managers ' Index was 50.9 in march . the median estimate of analysts in a Bloomberg News survey was 51.2 . copper futures for delivery fell 0.8 percent to settle at $3.3745 a pound at 1:13 p.m. on the comex . metal for delivery in July on the Shanghai Futures Exchange fell as much as 1.1 percent . copper declined in Shanghai, poised for a second straight quarterly drop . metal inventories rose to 569,775 tons, surging 78 percent in the first quarter . copper for delivery in three months was little changed at $7,016.75 a metric ton at 10:22 a.m. in Shanghai . china’s industry ministry ordered more than 1,400 companies in 19 industries, including aluminum and copper, to cut production capacity this year . Helen Sun in Shanghai at hsun30@bloomberg.net To contact the editor responsible for this story: Brett Miller at bmiller30@aol.com To contact a reporter: edward mccartney at emrcc@ec.gov","Coverage Analysis: This story received sporadic coverage over 659 days, characterized by mixed coverage and concise coverage. Key themes identified: Iron, China, Cut Copper Output, Steel Scrap Exports, Country. This represents a major ongoing story with sustained media attention.","The narrative across 36 articles reveals: copper futures fell 2.5 percent to $3.1055 a pound on the comex in new york . copper for delivery in three months fell 2.2 percent to $6,862 a ton . aluminum declined 1.6 percent to $1,794.50, the lowest settlement since July 9 . the Purchasing Managers ' Index was 50.9 in march . the median estimate of analysts in a Bloomberg News survey was 51.2 . copper futures for delivery fell 0.8 percent to settle at $3.3745 a pound at 1:13 p.m. on the comex . metal for delivery in July on the Shanghai Futures Exchange fell as much as 1.1 percent . copper declined in Shanghai, poised for a second straight quarterly drop . metal inventories rose to 569,775 tons, surging 78 percent in the first quarter . copper for delivery in three months was little changed at $7,016.75 a metric ton at 10:22 a.m. in Shanghai . china’s industry ministry ordered more than 1,400 companies in 19 industries, including aluminum and copper, to cut production capacity this year . Helen Sun in Shanghai at hsun30@bloomberg.net To contact the editor responsible for this story: Brett Miller at bmiller30@aol.com To contact a reporter: edward mccartney at emrcc@ec.gov

Coverage Analysis: This story received sporadic coverage over 659 days, characterized by mixed coverage and concise coverage. Key themes identified: Iron, China, Cut Copper Output, Steel Scrap Exports, Country. This represents a major ongoing story with sustained media attention.","Iron, China, Cut Copper Output, Steel Scrap Exports, Country"
17,Physical Purchases Gold,43,"The narrative across 43 articles reveals: physical purchases of gold have slowed in the past two weeks as higher prices deterred demand . gold for immediate delivery dropped 0.4 percent to $1,329.31 an ounce by 10:33 a.m. in London . silver surged as commodities and equities rallied amid optimism that european officials were making progress in taming region's sovereign-debt crisis . silver futures for December delivery climbed $1.653, or 5.4 percent, to $32.005 an ounce . the price has advanced 39 percent in the past 12 months . gold is in the 11th year of a bull market, the longest rally since at least 1920 . gold has risen for 11 straight years, reaching a record $1,923.70 an ounce on sept. 6, 2011, in new york . demand from central banks on price dips will probably help create a floor for gold at around $2,500 in the next three or four years . central banks and the international monetary fund were the largest bullion owners with 29,500 metric tons at the end of last year, or 17 percent of all mined metal . central banks bought 254.2 tons in the first half of 2012 and may add almost 500 tons for the full year . gold for December delivery fell 1 percent to $1,748.70 at 9:59 a.m. on the comex in new york . metals including silver and copper also retreated last month . crude oil and rice were among raw materials that rose . gold is still down 5.5 percent since he signaled the stimulus may slow . asset holdings in all commodity-related ETPs declined 9.4 percent to $144 billion .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Oct, Premium, Percent, Gold, Holdings Unchanged. This represents a major ongoing story with sustained media attention.","The narrative across 43 articles reveals: physical purchases of gold have slowed in the past two weeks as higher prices deterred demand . gold for immediate delivery dropped 0.4 percent to $1,329.31 an ounce by 10:33 a.m. in London . silver surged as commodities and equities rallied amid optimism that european officials were making progress in taming region's sovereign-debt crisis . silver futures for December delivery climbed $1.653, or 5.4 percent, to $32.005 an ounce . the price has advanced 39 percent in the past 12 months . gold is in the 11th year of a bull market, the longest rally since at least 1920 . gold has risen for 11 straight years, reaching a record $1,923.70 an ounce on sept. 6, 2011, in new york . demand from central banks on price dips will probably help create a floor for gold at around $2,500 in the next three or four years . central banks and the international monetary fund were the largest bullion owners with 29,500 metric tons at the end of last year, or 17 percent of all mined metal . central banks bought 254.2 tons in the first half of 2012 and may add almost 500 tons for the full year . gold for December delivery fell 1 percent to $1,748.70 at 9:59 a.m. on the comex in new york . metals including silver and copper also retreated last month . crude oil and rice were among raw materials that rose . gold is still down 5.5 percent since he signaled the stimulus may slow . asset holdings in all commodity-related ETPs declined 9.4 percent to $144 billion .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Oct, Premium, Percent, Gold, Holdings Unchanged. This represents a major ongoing story with sustained media attention.","Oct, Premium, Percent, Gold, Holdings Unchanged"
18,Global Funds Boosted,33,"The narrative across 33 articles reveals: global funds boosted holdings of local-currency sovereign debt by almost 15 trillion rupiah ($1.6 billion) this quarter . bank has kept its benchmark interest rate unchanged at 5.75 percent since February . central bank rates are at 2.75 percent in Thailand and south Korea . global holdings of local sovereign debt fell 560 billion rupiah ($58 million) last month . consumer prices probably gained 5.56 percent last month, the most since may 2011 . the spot rate declined for a seventh quarter in the three months through march, the longest losing streak since 1998 . the country is considering offering $1 billion to $3 billion of notes due in 10 years or 30 years, in line with recommendations from investment banks . Southeast Asian markets are attracting funds because they offer higher growth rates and debt yields than developed nations . rising investment and domestic consumption is expected to propel expansion, the oecd said on Nov. 18 . the baht fell for a third day as slowing economic growth in China worsened Thailand's export outlook . the international monetary fund said this week there is an increasing risk that china's expansion this year will fall short of its 7.75 percent forecast . foreign investors bought more Thai equities than they sold this month, boosting holdings by $283 million . the baht appreciated 0.1 percent to 30.63 per dollar as of 8:46 a.m. in Bangkok . one-month implied volatility, a measure of exchange-rate swings used to price options, was unchanged at 4.27 percent .","Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Billion Baht, Thai Flood Death Toll Rises, Waters Threaten Honda, Sony Thailand, Central Pattana Said. This represents a major ongoing story with sustained media attention.","The narrative across 33 articles reveals: global funds boosted holdings of local-currency sovereign debt by almost 15 trillion rupiah ($1.6 billion) this quarter . bank has kept its benchmark interest rate unchanged at 5.75 percent since February . central bank rates are at 2.75 percent in Thailand and south Korea . global holdings of local sovereign debt fell 560 billion rupiah ($58 million) last month . consumer prices probably gained 5.56 percent last month, the most since may 2011 . the spot rate declined for a seventh quarter in the three months through march, the longest losing streak since 1998 . the country is considering offering $1 billion to $3 billion of notes due in 10 years or 30 years, in line with recommendations from investment banks . Southeast Asian markets are attracting funds because they offer higher growth rates and debt yields than developed nations . rising investment and domestic consumption is expected to propel expansion, the oecd said on Nov. 18 . the baht fell for a third day as slowing economic growth in China worsened Thailand's export outlook . the international monetary fund said this week there is an increasing risk that china's expansion this year will fall short of its 7.75 percent forecast . foreign investors bought more Thai equities than they sold this month, boosting holdings by $283 million . the baht appreciated 0.1 percent to 30.63 per dollar as of 8:46 a.m. in Bangkok . one-month implied volatility, a measure of exchange-rate swings used to price options, was unchanged at 4.27 percent .

Coverage Analysis: This story received sporadic coverage over 660 days, characterized by mixed coverage and concise coverage. Key themes identified: Billion Baht, Thai Flood Death Toll Rises, Waters Threaten Honda, Sony Thailand, Central Pattana Said. This represents a major ongoing story with sustained media attention.","Billion Baht, Thai Flood Death Toll Rises, Waters Threaten Honda, Sony Thailand, Central Pattana Said"
19,Taiwan & September,82,"The narrative across 82 articles reveals: overseas shipments from Taiwan probably increased 9.6 percent in September from a year earlier, up from 7.2 percent the previous month . HSBC lowered its 2012 forecast for Taiwan's economy to expand 1.7 percent from 4.9 percent . the won advanced 0.8 percent this week to 1,112.60 per dollar as of 10:15 a.m. in Seoul . it rose 0.3 percent today and touched 1,112.21, the strongest level since June 7 . global funds bought $626 million more of the nation’s shares than they sold in the first four days of this week . the ringgit strengthened 0.7 percent this week to 3.0903 per dollar as of 4:30 p.m. in Kuala Lumpur . the yuan touched a 19-year high today after the PBOC raised the reference rate to the strongest level in more than 10 months . foreign investors bought $1.4 billion more shares than they sold last month, and $285 million today, bringing net purchases in 2012 to $3.5 billion . official data due this week will show exports rebounded in November and inflation slowed . the 10-year yield on the 1.125 percent notes due march 2023 climbed three basis points, or 0.03 percentage point, to 1.308 percent as of 9:58 a.m. in Taipei . the central bank has sold the local currency near the close on most days in the past 11 months . James Regan is at jregan19@bloomberg.net. he can be reached at cnn.com/jamesregan . regan: i'm a big fan of jimmy santorum and he's a great writer .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: Month High, Court, Credit, Month Low, High. This represents a major ongoing story with sustained media attention.","The narrative across 82 articles reveals: overseas shipments from Taiwan probably increased 9.6 percent in September from a year earlier, up from 7.2 percent the previous month . HSBC lowered its 2012 forecast for Taiwan's economy to expand 1.7 percent from 4.9 percent . the won advanced 0.8 percent this week to 1,112.60 per dollar as of 10:15 a.m. in Seoul . it rose 0.3 percent today and touched 1,112.21, the strongest level since June 7 . global funds bought $626 million more of the nation’s shares than they sold in the first four days of this week . the ringgit strengthened 0.7 percent this week to 3.0903 per dollar as of 4:30 p.m. in Kuala Lumpur . the yuan touched a 19-year high today after the PBOC raised the reference rate to the strongest level in more than 10 months . foreign investors bought $1.4 billion more shares than they sold last month, and $285 million today, bringing net purchases in 2012 to $3.5 billion . official data due this week will show exports rebounded in November and inflation slowed . the 10-year yield on the 1.125 percent notes due march 2023 climbed three basis points, or 0.03 percentage point, to 1.308 percent as of 9:58 a.m. in Taipei . the central bank has sold the local currency near the close on most days in the past 11 months . James Regan is at jregan19@bloomberg.net. he can be reached at cnn.com/jamesregan . regan: i'm a big fan of jimmy santorum and he's a great writer .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and detailed reporting. Key themes identified: Month High, Court, Credit, Month Low, High. This represents a major ongoing story with sustained media attention.","Month High, Court, Credit, Month Low, High"
20,December,43,"The narrative across 43 articles reveals: permits for December slid 8.9 percent to 8.42 euros ($10.70) a ton at 3:57 p.m. in London . they closed above 9 euros for the first time since march . the european commission is seeking to postpone sales to the last two years of the next trading phase . european carbon permits have their biggest three-day drop since 2006 . there were bids for 4.96 million tons of carbon permits in the auction . the previous bidding ratio was 1.73 times, while the first sale by germany on Oct. 26 had a ratio of 7.67 times . eu carbon permits fell for the first time in four days to end the week little changed . the premium of the next-year contract dropped to a record . open interest in 2013 EU allowance futures gained 2.8 percent to 382 million tons . UniCredit SpA (UCG) cut its forecast for european carbon permits to an average 5 euros a metric ton in 2013 . the high volume of permits to be sold at auctions next year will depress prices . prices for EU allowances expected to fall further in 2013, trading in the range of 3.5 euros to 6.5 euros .","Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Euros, Million Carbon Permits, Proposes, Plunge May Create Funding Gap, Carbon Capture. This represents a major ongoing story with sustained media attention.","The narrative across 43 articles reveals: permits for December slid 8.9 percent to 8.42 euros ($10.70) a ton at 3:57 p.m. in London . they closed above 9 euros for the first time since march . the european commission is seeking to postpone sales to the last two years of the next trading phase . european carbon permits have their biggest three-day drop since 2006 . there were bids for 4.96 million tons of carbon permits in the auction . the previous bidding ratio was 1.73 times, while the first sale by germany on Oct. 26 had a ratio of 7.67 times . eu carbon permits fell for the first time in four days to end the week little changed . the premium of the next-year contract dropped to a record . open interest in 2013 EU allowance futures gained 2.8 percent to 382 million tons . UniCredit SpA (UCG) cut its forecast for european carbon permits to an average 5 euros a metric ton in 2013 . the high volume of permits to be sold at auctions next year will depress prices . prices for EU allowances expected to fall further in 2013, trading in the range of 3.5 euros to 6.5 euros .

Coverage Analysis: This story received sporadic coverage over 665 days, characterized by mixed coverage and concise coverage. Key themes identified: Euros, Million Carbon Permits, Proposes, Plunge May Create Funding Gap, Carbon Capture. This represents a major ongoing story with sustained media attention.","Euros, Million Carbon Permits, Proposes, Plunge May Create Funding Gap, Carbon Capture"
